booking_record_id,date,time,booking_id,booking_status,customer_id,vehicle_type,pickup_location,drop_location,avg_vtat,avg_ctat,cancelled_rides_by_customer,reason_for_cancelling_by_customer,cancelled_rides_by_driver,driver_cancellation_reason,incomplete_rides,incomplete_rides_reason,booking_value,ride_distance,driver_ratings,customer_rating,payment_method,booking_value_missing_unexpected,ride_distance_missing_unexpected,payment_method_missing_unexpected,customer_cancel_reason_missing,driver_cancel_reason_missing,incomplete_reason_missing,invalid_booking_status,invalid_booking_value,invalid_ride_distance,invalid_driver_rating,invalid_customer_rating,revenue_per_km,booking_value_outlier,ride_distance_outlier,avg_vtat_outlier,avg_ctat_outlier,revenue_per_km_outlier
22337,2024-12-05,19:24:50,"""CNR3467018""",Completed,"""CID3425886""",Premier Sedan,Pataudi Chowk,Paschim Vihar,3.4,34.0,,,,,,,958.0,7.69,4.6,4.5,UPI,False,False,False,False,False,False,False,False,False,False,False,124.57737321196359,False,False,False,False,True
22341,2024-03-12,18:37:36,"""CNR9533594""",Completed,"""CID1038517""",eBike,India Gate,Saidulajab,2.3,32.3,,,,,,,456.0,3.03,4.4,4.1,UPI,False,False,False,False,False,False,False,False,False,False,False,150.49504950495052,False,False,False,False,True
22344,2024-09-26,06:00:33,"""CNR7424773""",Completed,"""CID6734502""",Bike,Maidan Garhi,Udyog Vihar,8.7,27.9,,,,,,,1873.0,11.9,4.4,4.4,UPI,False,False,False,False,False,False,False,False,False,False,False,157.39495798319328,True,False,False,False,True
22345,2024-04-22,21:58:42,"""CNR3517424""",Completed,"""CID7212768""",Auto,Mayur Vihar,Old Gurgaon,10.8,29.9,,,,,,,458.0,3.55,4.6,4.3,Credit Card,False,False,False,False,False,False,False,False,False,False,False,129.01408450704227,False,False,False,False,True
22353,2024-10-20,11:41:11,"""CNR6547012""",Completed,"""CID1018009""",Go Sedan,IGNOU Road,Hauz Rani,8.1,35.7,,,,,,,3736.0,24.31,3.9,4.9,UPI,False,False,False,False,False,False,False,False,False,False,False,153.6816125051419,True,False,False,False,True
22374,2024-08-27,14:28:03,"""CNR5329672""",Completed,"""CID8734416""",Go Mini,IMT Manesar,Pragati Maidan,9.9,19.9,,,,,,,634.0,5.7,4.5,4.9,Uber Wallet,False,False,False,False,False,False,False,False,False,False,False,111.22807017543859,False,False,False,False,True
22387,2024-04-06,10:53:03,"""CNR5122784""",Incomplete,"""CID1085626""",Go Mini,Manesar,Chandni Chowk,8.0,13.8,,,,,1.0,Customer Demand,400.0,2.36,,,UPI,False,False,False,False,False,False,False,False,False,False,False,169.49152542372883,False,False,False,False,True
22393,2024-06-13,11:07:47,"""CNR6662242""",Completed,"""CID5847533""",Auto,Mehrauli,Hauz Khas,13.0,30.7,,,,,,,2137.0,31.77,4.1,4.4,UPI,False,False,False,False,False,False,False,False,False,False,False,67.26471514006924,True,False,False,False,False
22402,2024-02-17,08:00:50,"""CNR2977088""",Completed,"""CID4817789""",Go Mini,Vinobapuri,Old Gurgaon,7.7,43.9,,,,,,,554.0,4.43,3.7,4.5,UPI,False,False,False,False,False,False,False,False,False,False,False,125.05643340857789,False,False,False,False,True
22406,2024-09-21,10:30:41,"""CNR1412019""",Completed,"""CID6458591""",Bike,Subhash Chowk,Peeragarhi,3.8,32.7,,,,,,,1421.0,36.5,4.7,5.0,Cash,False,False,False,False,False,False,False,False,False,False,False,38.93150684931507,True,False,False,False,False
22412,2024-07-01,04:57:13,"""CNR5114485""",Incomplete,"""CID3255196""",Premier Sedan,Sultanpur,Sarojini Nagar,3.1,11.7,,,,,1.0,Vehicle Breakdown,890.0,10.35,,,Uber Wallet,False,False,False,False,False,False,False,False,False,False,False,85.99033816425121,False,False,False,False,True
22430,2024-08-16,12:21:15,"""CNR2417424""",Completed,"""CID7958736""",Auto,Laxmi Nagar,Kherki Daula Toll,12.1,19.9,,,,,,,704.0,4.89,4.1,4.9,UPI,False,False,False,False,False,False,False,False,False,False,False,143.96728016359918,False,False,False,False,True
22436,2024-08-29,13:47:02,"""CNR5885206""",Completed,"""CID3174724""",Premier Sedan,Vasant Kunj,Madipur,5.9,30.0,,,,,,,602.0,3.85,4.1,3.7,Cash,False,False,False,False,False,False,False,False,False,False,False,156.36363636363637,False,False,False,False,True
22465,2024-07-19,19:29:07,"""CNR6990236""",Completed,"""CID7155587""",Bike,Dwarka Mor,Pragati Maidan,13.4,27.7,,,,,,,334.0,2.28,3.8,4.7,UPI,False,False,False,False,False,False,False,False,False,False,False,146.49122807017545,False,False,False,False,True
22476,2024-08-29,11:40:53,"""CNR5515491""",Completed,"""CID9571510""",Bike,Maidan Garhi,Tagore Garden,14.1,24.8,,,,,,,815.0,8.99,4.2,4.9,UPI,False,False,False,False,False,False,False,False,False,False,False,90.65628476084538,False,False,False,False,True
22477,2024-03-01,03:00:31,"""CNR2275928""",Completed,"""CID7281965""",Go Mini,Punjabi Bagh,Bhikaji Cama Place,2.1,44.9,,,,,,,1560.0,38.2,4.6,4.2,UPI,False,False,False,False,False,False,False,False,False,False,False,40.83769633507853,True,False,False,False,False
22489,2024-07-14,18:09:49,"""CNR7511433""",Completed,"""CID6831543""",Premier Sedan,Panchsheel Park,Hero Honda Chowk,11.5,27.0,,,,,,,821.0,7.94,3.9,4.6,Cash,False,False,False,False,False,False,False,False,False,False,False,103.40050377833752,False,False,False,False,True
22508,2024-02-04,11:30:13,"""CNR7247185""",Completed,"""CID6064664""",Go Sedan,Badshahpur,Subhash Nagar,4.2,28.4,,,,,,,2710.0,18.11,4.7,3.8,Credit Card,False,False,False,False,False,False,False,False,False,False,False,149.6410822749862,True,False,False,False,True
22517,2024-10-28,00:54:53,"""CNR5863334""",Completed,"""CID8397017""",Go Mini,AIIMS,Madipur,11.3,31.1,,,,,,,879.0,3.21,4.1,4.3,Cash,False,False,False,False,False,False,False,False,False,False,False,273.8317757009346,False,False,False,False,True
22534,2024-11-12,08:49:01,"""CNR5035755""",Completed,"""CID9820953""",Bike,IIT Delhi,Old Gurgaon,10.5,37.7,,,,,,,464.0,4.24,4.4,4.3,UPI,False,False,False,False,False,False,False,False,False,False,False,109.43396226415094,False,False,False,False,True
22538,2024-08-15,20:35:30,"""CNR9746411""",Completed,"""CID7973231""",Premier Sedan,AIIMS,Shastri Park,5.7,36.2,,,,,,,1457.0,27.96,4.3,3.8,UPI,False,False,False,False,False,False,False,False,False,False,False,52.110157367668094,True,False,False,False,False
22566,2024-06-26,17:51:09,"""CNR3949488""",Completed,"""CID4794672""",Auto,Ghaziabad,Ashram,11.0,40.5,,,,,,,2257.0,13.28,4.3,4.7,Cash,False,False,False,False,False,False,False,False,False,False,False,169.95481927710844,True,False,False,False,True
22591,2024-03-30,12:55:53,"""CNR1656873""",Completed,"""CID2281387""",Go Mini,Sushant Lok,IGI Airport,9.2,38.6,,,,,,,1544.0,13.56,3.1,4.2,UPI,False,False,False,False,False,False,False,False,False,False,False,113.86430678466077,True,False,False,False,True
22593,2024-02-01,21:12:18,"""CNR5205586""",Incomplete,"""CID1253739""",Premier Sedan,Model Town,Keshav Puram,9.3,26.1,,,,,1.0,Customer Demand,359.0,3.88,,,Cash,False,False,False,False,False,False,False,False,False,False,False,92.5257731958763,False,False,False,False,True
22594,2024-07-17,10:54:43,"""CNR2299818""",Completed,"""CID3641755""",Premier Sedan,AIIMS,Yamuna Bank,10.5,40.2,,,,,,,959.0,2.63,4.1,5.0,Uber Wallet,False,False,False,False,False,False,False,False,False,False,False,364.638783269962,False,False,False,False,True
22595,2024-06-23,06:52:40,"""CNR1657987""",Completed,"""CID7314154""",Go Mini,Vatika Chowk,Kashmere Gate,11.8,30.6,,,,,,,1245.0,10.4,3.6,4.5,UPI,False,False,False,False,False,False,False,False,False,False,False,119.71153846153845,False,False,False,False,True
22599,2024-05-28,10:57:43,"""CNR3449314""",Completed,"""CID4146412""",Auto,Rithala,Keshav Puram,4.6,34.3,,,,,,,663.0,4.4,4.0,4.6,UPI,False,False,False,False,False,False,False,False,False,False,False,150.68181818181816,False,False,False,False,True
22601,2024-08-03,21:16:29,"""CNR2527342""",Completed,"""CID5664975""",Go Sedan,Barakhamba Road,Keshav Puram,3.0,38.5,,,,,,,931.0,10.68,3.8,4.1,UPI,False,False,False,False,False,False,False,False,False,False,False,87.17228464419476,False,False,False,False,True
22617,2024-11-23,11:11:35,"""CNR6723867""",Completed,"""CID1858163""",eBike,Sohna Road,Huda City Centre,2.5,25.9,,,,,,,815.0,6.23,4.2,4.7,Cash,False,False,False,False,False,False,False,False,False,False,False,130.81861958266452,False,False,False,False,True
22623,2024-12-12,11:21:42,"""CNR7729366""",Incomplete,"""CID2764987""",Go Sedan,Shivaji Park,IGI Airport,5.2,19.9,,,,,1.0,Other Issue,298.0,1.38,,,UPI,False,False,False,False,False,False,False,False,False,False,False,215.94202898550725,False,False,False,False,True
22626,2024-03-06,15:27:24,"""CNR7549140""",Completed,"""CID6153667""",Bike,Central Secretariat,Vasant Kunj,7.4,37.9,,,,,,,483.0,4.82,4.6,4.9,Debit Card,False,False,False,False,False,False,False,False,False,False,False,100.20746887966804,False,False,False,False,True
22645,2024-01-23,11:13:41,"""CNR6134672""",Completed,"""CID6856730""",Premier Sedan,Greater Kailash,Dwarka Sector 21,11.0,33.4,,,,,,,1742.0,5.56,4.9,5.0,UPI,False,False,False,False,False,False,False,False,False,False,False,313.30935251798564,True,False,False,False,True
22695,2024-05-05,20:38:31,"""CNR1656609""",Incomplete,"""CID4590482""",Go Sedan,Keshav Puram,IIT Delhi,4.8,17.8,,,,,1.0,Customer Demand,610.0,6.13,,,Credit Card,False,False,False,False,False,False,False,False,False,False,False,99.51060358890702,False,False,False,False,True
22709,2024-10-16,14:32:46,"""CNR2105310""",Completed,"""CID3949429""",Auto,Madipur,Vinobapuri,5.2,21.2,,,,,,,682.0,7.36,4.4,4.2,UPI,False,False,False,False,False,False,False,False,False,False,False,92.66304347826086,False,False,False,False,True
22710,2024-01-06,10:53:29,"""CNR8084281""",Completed,"""CID5280634""",Auto,Gurgaon Railway Station,IFFCO Chowk,8.3,31.5,,,,,,,296.0,3.45,4.4,4.2,Uber Wallet,False,False,False,False,False,False,False,False,False,False,False,85.79710144927536,False,False,False,False,True
22712,2024-06-08,11:55:42,"""CNR6922118""",Completed,"""CID1551710""",Go Sedan,IIT Delhi,Gurgaon Sector 29,8.0,34.8,,,,,,,1050.0,3.45,4.6,4.8,Credit Card,False,False,False,False,False,False,False,False,False,False,False,304.3478260869565,False,False,False,False,True
22725,2024-04-12,14:38:55,"""CNR2676268""",Completed,"""CID7513416""",Auto,Laxmi Nagar,Madipur,13.2,35.5,,,,,,,968.0,7.91,3.7,4.6,Cash,False,False,False,False,False,False,False,False,False,False,False,122.37673830594184,False,False,False,False,True
22733,2024-01-23,01:02:00,"""CNR8974866""",Completed,"""CID3865601""",Go Mini,Panchsheel Park,Golf Course Road,2.9,34.1,,,,,,,411.0,4.85,4.4,4.3,UPI,False,False,False,False,False,False,False,False,False,False,False,84.74226804123712,False,False,False,False,True
22737,2024-10-21,13:17:13,"""CNR4266171""",Completed,"""CID5888401""",Bike,Vishwavidyalaya,Netaji Subhash Place,5.1,35.0,,,,,,,733.0,8.37,4.9,4.4,Cash,False,False,False,False,False,False,False,False,False,False,False,87.5746714456392,False,False,False,False,True
22738,2024-04-19,12:18:59,"""CNR4860682""",Completed,"""CID1312941""",Go Mini,Ardee City,IGI Airport,9.0,39.9,,,,,,,951.0,3.49,4.2,4.9,UPI,False,False,False,False,False,False,False,False,False,False,False,272.49283667621773,False,False,False,False,True
22740,2024-07-26,16:56:50,"""CNR5915155""",Completed,"""CID8962961""",Go Sedan,Anand Vihar,Delhi Gate,3.4,36.2,,,,,,,835.0,8.18,4.1,4.9,UPI,False,False,False,False,False,False,False,False,False,False,False,102.07823960880197,False,False,False,False,True
22747,2024-08-22,21:10:06,"""CNR1761983""",Completed,"""CID7358825""",Go Sedan,Hauz Khas,Botanical Garden,5.3,34.8,,,,,,,901.0,6.76,4.4,4.1,UPI,False,False,False,False,False,False,False,False,False,False,False,133.28402366863907,False,False,False,False,True
22751,2024-04-04,06:09:54,"""CNR6153647""",Incomplete,"""CID6527207""",Auto,Samaypur Badli,Sohna Road,5.9,26.4,,,,,1.0,Other Issue,943.0,3.14,,,Credit Card,False,False,False,False,False,False,False,False,False,False,False,300.3184713375796,False,False,False,False,True
22775,2024-11-01,10:20:31,"""CNR9308351""",Completed,"""CID5965184""",Auto,Rohini West,Peeragarhi,4.5,32.4,,,,,,,985.0,5.01,4.2,4.8,UPI,False,False,False,False,False,False,False,False,False,False,False,196.60678642714572,False,False,False,False,True
22805,2024-03-19,07:40:46,"""CNR8137866""",Completed,"""CID7763962""",eBike,Rohini West,Vaishali,2.6,22.3,,,,,,,805.0,8.4,4.3,4.1,Uber Wallet,False,False,False,False,False,False,False,False,False,False,False,95.83333333333333,False,False,False,False,True
22817,2024-06-19,18:40:19,"""CNR1721194""",Completed,"""CID4028506""",Go Mini,IGNOU Road,Rohini East,14.1,19.1,,,,,,,993.0,8.62,4.3,5.0,Uber Wallet,False,False,False,False,False,False,False,False,False,False,False,115.19721577726219,False,False,False,False,True
22823,2024-07-09,07:11:42,"""CNR7024590""",Completed,"""CID1874505""",Bike,Okhla,Kashmere Gate,2.2,37.9,,,,,,,584.0,4.2,3.9,4.1,Debit Card,False,False,False,False,False,False,False,False,False,False,False,139.04761904761904,False,False,False,False,True
22828,2024-06-24,09:06:43,"""CNR4953027""",Completed,"""CID6018411""",Premier Sedan,Dilshad Garden,Huda City Centre,11.6,29.8,,,,,,,867.0,3.81,4.7,4.2,Cash,False,False,False,False,False,False,False,False,False,False,False,227.55905511811022,False,False,False,False,True
22835,2024-01-08,13:31:45,"""CNR1593762""",Incomplete,"""CID1301580""",Auto,INA Market,Moti Nagar,8.2,21.6,,,,,1.0,Customer Demand,480.0,5.66,,,Credit Card,False,False,False,False,False,False,False,False,False,False,False,84.80565371024734,False,False,False,False,True
22843,2024-04-24,21:55:51,"""CNR6897229""",Incomplete,"""CID2615821""",Bike,Seelampur,Netaji Subhash Place,6.7,28.1,,,,,1.0,Other Issue,2301.0,9.99,,,UPI,False,False,False,False,False,False,False,False,False,False,False,230.33033033033033,True,False,False,False,True
22847,2024-01-14,17:56:32,"""CNR5096793""",Completed,"""CID5654248""",Auto,Panipat,Greater Noida,7.2,18.6,,,,,,,510.0,3.4,4.9,4.6,UPI,False,False,False,False,False,False,False,False,False,False,False,150.0,False,False,False,False,True
22862,2024-01-25,17:40:49,"""CNR1625644""",Completed,"""CID1020507""",Premier Sedan,Saket,Connaught Place,9.4,21.7,,,,,,,585.0,5.36,3.8,3.9,UPI,False,False,False,False,False,False,False,False,False,False,False,109.14179104477611,False,False,False,False,True
22866,2024-12-25,10:33:37,"""CNR7108463""",Completed,"""CID6187763""",eBike,Hauz Rani,Punjabi Bagh,8.3,17.4,,,,,,,456.0,5.2,4.0,5.0,Cash,False,False,False,False,False,False,False,False,False,False,False,87.6923076923077,False,False,False,False,True
22912,2024-11-10,10:07:06,"""CNR7641124""",Incomplete,"""CID4513410""",Go Sedan,Moolchand,Lok Kalyan Marg,5.6,16.8,,,,,1.0,Customer Demand,1229.0,6.3,,,UPI,False,False,False,False,False,False,False,False,False,False,False,195.0793650793651,False,False,False,False,True
22923,2024-02-15,22:16:58,"""CNR6344535""",Completed,"""CID4264952""",Premier Sedan,Hauz Khas,Jama Masjid,10.4,39.1,,,,,,,834.0,4.57,3.8,4.2,UPI,False,False,False,False,False,False,False,False,False,False,False,182.49452954048138,False,False,False,False,True
22928,2024-10-30,17:37:09,"""CNR4558306""",Completed,"""CID4170371""",Auto,Kirti Nagar,Bahadurgarh,3.3,21.2,,,,,,,433.0,4.97,3.1,4.7,UPI,False,False,False,False,False,False,False,False,False,False,False,87.12273641851107,False,False,False,False,True
22931,2024-08-15,09:21:51,"""CNR6847196""",Completed,"""CID3554811""",Auto,Mehrauli,Manesar,3.6,31.9,,,,,,,1543.0,46.99,4.2,4.0,Debit Card,False,False,False,False,False,False,False,False,False,False,False,32.83677378165567,True,False,False,False,False
22953,2024-05-11,17:32:36,"""CNR8207185""",Incomplete,"""CID8940902""",Go Sedan,Badshahpur,Kalkaji,5.6,24.1,,,,,1.0,Customer Demand,377.0,3.41,,,UPI,False,False,False,False,False,False,False,False,False,False,False,110.55718475073313,False,False,False,False,True
23007,2024-11-15,20:59:49,"""CNR4993630""",Completed,"""CID4789664""",Auto,Adarsh Nagar,Dilshad Garden,10.7,18.7,,,,,,,1538.0,24.31,3.8,5.0,UPI,False,False,False,False,False,False,False,False,False,False,False,63.2661456190868,True,False,False,False,False
23012,2024-07-16,22:25:33,"""CNR9647182""",Incomplete,"""CID4153370""",eBike,Udyog Vihar,Noida Extension,6.2,29.8,,,,,1.0,Vehicle Breakdown,251.0,2.76,,,UPI,False,False,False,False,False,False,False,False,False,False,False,90.94202898550725,False,False,False,False,True
23020,2024-01-06,15:02:23,"""CNR2868231""",Incomplete,"""CID2136443""",Bike,Vaishali,Shahdara,5.2,29.3,,,,,1.0,Vehicle Breakdown,1350.0,4.41,,,Credit Card,False,False,False,False,False,False,False,False,False,False,False,306.1224489795918,False,False,False,False,True
23028,2024-03-21,10:16:41,"""CNR2192246""",Completed,"""CID5360271""",Bike,Greater Noida,Rithala,12.1,38.5,,,,,,,476.0,5.24,4.3,4.1,Credit Card,False,False,False,False,False,False,False,False,False,False,False,90.83969465648855,False,False,False,False,True
23041,2024-04-06,15:16:50,"""CNR9309635""",Completed,"""CID6500473""",Go Mini,Kaushambi,Barakhamba Road,4.7,31.4,,,,,,,1524.0,21.1,4.6,4.2,UPI,False,False,False,False,False,False,False,False,False,False,False,72.22748815165876,True,False,False,False,False
23050,2024-09-13,17:25:49,"""CNR5686682""",Completed,"""CID4908566""",Premier Sedan,Jhilmil,Udyog Vihar,4.9,28.3,,,,,,,2411.0,35.3,4.6,4.4,Cash,False,False,False,False,False,False,False,False,False,False,False,68.30028328611898,True,False,False,False,False
23053,2024-04-14,14:22:30,"""CNR8565681""",Completed,"""CID4582509""",Premier Sedan,Central Secretariat,Model Town,4.1,34.1,,,,,,,673.0,5.13,4.1,4.6,Credit Card,False,False,False,False,False,False,False,False,False,False,False,131.18908382066277,False,False,False,False,True
23067,2024-10-24,00:55:57,"""CNR2474827""",Completed,"""CID5651271""",Go Sedan,GTB Nagar,Rajouri Garden,12.7,43.9,,,,,,,353.0,2.3,4.9,4.2,Cash,False,False,False,False,False,False,False,False,False,False,False,153.47826086956522,False,False,False,False,True
23109,2024-04-02,08:35:10,"""CNR5157910""",Completed,"""CID7639538""",Auto,Kherki Daula Toll,India Gate,14.5,36.9,,,,,,,884.0,4.6,4.4,4.6,Uber Wallet,False,False,False,False,False,False,False,False,False,False,False,192.17391304347828,False,False,False,False,True
23121,2024-07-02,20:43:08,"""CNR8094653""",Completed,"""CID2473988""",Auto,Ghitorni Village,Green Park,3.8,24.2,,,,,,,726.0,2.03,4.1,4.6,UPI,False,False,False,False,False,False,False,False,False,False,False,357.6354679802956,False,False,False,False,True
23125,2024-04-14,15:53:37,"""CNR8600195""",Incomplete,"""CID6317612""",Auto,Gurgaon Sector 29,Tilak Nagar,6.0,14.4,,,,,1.0,Vehicle Breakdown,823.0,9.05,,,UPI,False,False,False,False,False,False,False,False,False,False,False,90.93922651933701,False,False,False,False,True
23131,2024-04-09,12:05:12,"""CNR5775331""",Completed,"""CID4269147""",Bike,Lal Quila,Shastri Nagar,12.0,15.8,,,,,,,358.0,3.5,4.7,4.9,Uber Wallet,False,False,False,False,False,False,False,False,False,False,False,102.28571428571429,False,False,False,False,True
23150,2024-12-28,09:00:58,"""CNR2503409""",Completed,"""CID3762626""",Go Sedan,Vinobapuri,Preet Vihar,9.5,22.7,,,,,,,1437.0,7.14,3.7,4.7,Cash,False,False,False,False,False,False,False,False,False,False,False,201.26050420168067,True,False,False,False,True
23158,2024-10-27,20:05:15,"""CNR9725868""",Completed,"""CID3867922""",Auto,India Gate,Subhash Nagar,13.1,27.2,,,,,,,1061.0,10.4,4.4,5.0,Uber Wallet,False,False,False,False,False,False,False,False,False,False,False,102.01923076923076,False,False,False,False,True
23182,2024-09-01,19:52:29,"""CNR6280919""",Completed,"""CID8639161""",Go Sedan,Panchsheel Park,Maidan Garhi,13.5,16.8,,,,,,,406.0,2.43,3.2,4.3,Cash,False,False,False,False,False,False,False,False,False,False,False,167.0781893004115,False,False,False,False,True
23201,2024-12-15,11:19:44,"""CNR5022916""",Completed,"""CID1587867""",Premier Sedan,Mundka,Ambience Mall,9.5,32.1,,,,,,,1324.0,12.22,3.7,4.3,Cash,False,False,False,False,False,False,False,False,False,False,False,108.34697217675941,False,False,False,False,True
23215,2024-07-23,22:33:13,"""CNR5543054""",Completed,"""CID1008847""",Go Mini,Maidan Garhi,Rohini West,5.7,40.5,,,,,,,415.0,3.44,4.2,4.5,UPI,False,False,False,False,False,False,False,False,False,False,False,120.63953488372093,False,False,False,False,True
23222,2024-08-19,14:57:52,"""CNR7974266""",Incomplete,"""CID1870835""",Bike,Noida Sector 62,IMT Manesar,2.1,12.7,,,,,1.0,Vehicle Breakdown,981.0,6.15,,,Cash,False,False,False,False,False,False,False,False,False,False,False,159.5121951219512,False,False,False,False,True
23247,2024-05-15,09:38:29,"""CNR1763994""",Completed,"""CID2145922""",Bike,Sikanderpur,Badarpur,6.6,42.2,,,,,,,917.0,5.96,4.2,4.6,UPI,False,False,False,False,False,False,False,False,False,False,False,153.85906040268458,False,False,False,False,True
23251,2024-02-25,08:23:42,"""CNR3541291""",Completed,"""CID2808747""",Go Mini,Kadarpur,Welcome,4.9,30.8,,,,,,,3795.0,33.13,3.8,3.4,Cash,False,False,False,False,False,False,False,False,False,False,False,114.54874735888922,True,False,False,False,True
23254,2024-12-28,19:48:42,"""CNR5186009""",Incomplete,"""CID1287200""",Uber XL,Narsinghpur,Samaypur Badli,9.3,12.2,,,,,1.0,Customer Demand,2127.0,8.77,,,UPI,False,False,False,False,False,False,False,False,False,False,False,242.53135689851769,True,False,False,False,True
23259,2024-12-23,22:59:11,"""CNR7089313""",Completed,"""CID3579430""",Premier Sedan,India Gate,Faridabad Sector 15,6.8,34.5,,,,,,,377.0,3.15,3.8,3.9,Debit Card,False,False,False,False,False,False,False,False,False,False,False,119.68253968253968,False,False,False,False,True
23282,2024-06-10,09:48:11,"""CNR3760595""",Completed,"""CID7390041""",Bike,Udyog Bhawan,Greater Noida,6.9,25.7,,,,,,,483.0,4.09,4.2,4.7,Credit Card,False,False,False,False,False,False,False,False,False,False,False,118.09290953545232,False,False,False,False,True
23285,2024-01-11,16:01:07,"""CNR3847112""",Incomplete,"""CID4377869""",Go Sedan,Sarojini Nagar,New Delhi Railway Station,5.6,24.5,,,,,1.0,Vehicle Breakdown,453.0,2.98,,,Debit Card,False,False,False,False,False,False,False,False,False,False,False,152.01342281879195,False,False,False,False,True
23288,2024-10-22,20:08:29,"""CNR9273497""",Completed,"""CID9966644""",eBike,Pataudi Chowk,Sonipat,5.9,32.3,,,,,,,1002.0,3.63,4.3,4.1,UPI,False,False,False,False,False,False,False,False,False,False,False,276.0330578512397,False,False,False,False,True
23292,2024-07-13,16:30:37,"""CNR4498911""",Incomplete,"""CID7764430""",Go Sedan,Kaushambi,Hauz Khas,7.5,15.7,,,,,1.0,Customer Demand,656.0,4.9,,,Cash,False,False,False,False,False,False,False,False,False,False,False,133.87755102040816,False,False,False,False,True
23300,2024-02-03,21:20:59,"""CNR3268827""",Completed,"""CID5411211""",Premier Sedan,Peeragarhi,Lok Kalyan Marg,2.8,37.6,,,,,,,1105.0,9.54,4.0,3.8,UPI,False,False,False,False,False,False,False,False,False,False,False,115.82809224318659,False,False,False,False,True
23303,2024-11-29,18:35:24,"""CNR9038110""",Completed,"""CID9323373""",Auto,Ghitorni Village,Dilshad Garden,13.8,16.3,,,,,,,988.0,9.45,4.8,4.2,UPI,False,False,False,False,False,False,False,False,False,False,False,104.55026455026456,False,False,False,False,True
23343,2024-09-14,19:36:26,"""CNR2573611""",Completed,"""CID7909117""",Go Mini,Moolchand,Mandi House,3.3,44.4,,,,,,,1593.0,5.41,4.1,3.9,UPI,False,False,False,False,False,False,False,False,False,False,False,294.4547134935305,True,False,False,False,True
23377,2024-01-24,09:22:52,"""CNR8763483""",Completed,"""CID7337258""",Auto,Rohini West,Lal Quila,7.3,39.8,,,,,,,957.0,10.18,4.3,5.0,Uber Wallet,False,False,False,False,False,False,False,False,False,False,False,94.00785854616896,False,False,False,False,True
23386,2024-12-03,09:26:14,"""CNR2415382""",Completed,"""CID1601158""",Bike,Sushant Lok,South Extension,13.0,42.2,,,,,,,820.0,7.28,4.3,3.9,UPI,False,False,False,False,False,False,False,False,False,False,False,112.63736263736263,False,False,False,False,True
23411,2024-08-30,12:19:38,"""CNR1097936""",Completed,"""CID6479847""",Auto,Dilshad Garden,Sarojini Nagar,13.9,43.1,,,,,,,1903.0,32.84,4.2,4.9,UPI,False,False,False,False,False,False,False,False,False,False,False,57.947624847746646,True,False,False,False,False
23418,2024-10-14,05:44:31,"""CNR9728231""",Completed,"""CID1757122""",Go Sedan,Adarsh Nagar,Bahadurgarh,8.1,34.5,,,,,,,933.0,7.78,4.2,4.2,Cash,False,False,False,False,False,False,False,False,False,False,False,119.9228791773779,False,False,False,False,True
23419,2024-11-08,18:14:26,"""CNR1958621""",Completed,"""CID4479489""",Auto,Yamuna Bank,Lal Quila,3.1,36.7,,,,,,,422.0,4.36,4.6,4.6,Cash,False,False,False,False,False,False,False,False,False,False,False,96.78899082568806,False,False,False,False,True
23445,2024-09-01,21:36:31,"""CNR4299658""",Completed,"""CID5039532""",Auto,Jama Masjid,Nehru Place,5.7,25.1,,,,,,,1538.0,29.91,4.2,4.4,Cash,False,False,False,False,False,False,False,False,False,False,False,51.42092945503176,True,False,False,False,False
23462,2024-06-30,15:23:01,"""CNR3325844""",Completed,"""CID2469389""",Go Sedan,Jahangirpuri,Chandni Chowk,6.8,31.7,,,,,,,2715.0,15.31,3.1,4.4,UPI,False,False,False,False,False,False,False,False,False,False,False,177.33507511430437,True,False,False,False,True
23474,2024-07-29,20:22:31,"""CNR3285958""",Completed,"""CID3751538""",eBike,Cyber Hub,Netaji Subhash Place,7.2,25.9,,,,,,,966.0,9.64,4.4,4.1,Cash,False,False,False,False,False,False,False,False,False,False,False,100.20746887966804,False,False,False,False,True
23493,2024-11-18,21:41:09,"""CNR6998370""",Completed,"""CID2547678""",Auto,Karkarduma,Central Secretariat,13.4,34.6,,,,,,,228.0,2.09,4.1,5.0,Uber Wallet,False,False,False,False,False,False,False,False,False,False,False,109.0909090909091,False,False,False,False,True
23497,2024-08-15,23:45:31,"""CNR4041414""",Completed,"""CID8537720""",Auto,Jasola,Adarsh Nagar,12.3,28.6,,,,,,,844.0,3.08,3.6,5.0,Cash,False,False,False,False,False,False,False,False,False,False,False,274.025974025974,False,False,False,False,True
23507,2024-04-16,11:44:11,"""CNR5817815""",Completed,"""CID4535600""",Go Sedan,Udyog Vihar,Hero Honda Chowk,11.9,26.3,,,,,,,209.0,2.02,4.2,4.8,UPI,False,False,False,False,False,False,False,False,False,False,False,103.46534653465346,False,False,False,False,True
23511,2024-04-13,14:01:59,"""CNR9352240""",Completed,"""CID7428797""",Auto,Connaught Place,Udyog Vihar,5.8,31.0,,,,,,,1716.0,20.8,5.0,4.3,Debit Card,False,False,False,False,False,False,False,False,False,False,False,82.5,True,False,False,False,False
23545,2024-06-09,14:57:55,"""CNR8106409""",Completed,"""CID9276232""",Go Mini,Rithala,Greater Kailash,10.5,27.7,,,,,,,1836.0,33.34,4.3,4.8,Debit Card,False,False,False,False,False,False,False,False,False,False,False,55.06898620275944,True,False,False,False,False
